,제휴사,대분류코드,중분류코드,소분류코드,중분류명,소분류명,간략분류
1006,B,67,6704,B670403,베이커리,빠뮤,가공식품
1007,B,67,6704,B670404,베이커리,VIC마켓피자,가공식품
1008,B,67,6704,B670405,베이커리,VIC베이커리,가공식품
1009,B,72,7201,B720101,잡곡,보리류,농산물
1010,B,72,7201,B720102,잡곡,슈퍼푸드잡곡류,농산물
1011,B,72,7201,B720103,잡곡,잡곡기타,농산물
1012,B,72,7201,B720104,잡곡,찰현미류,농산물
1013,B,72,7201,B720105,잡곡,찹쌀류,농산물
1014,B,72,7201,B720106,잡곡,친환경잡곡,농산물
1015,B,72,7201,B720107,잡곡,콩류,농산물
1016,B,72,7201,B720108,잡곡,현미류,농산물
1017,B,72,7201,B720109,잡곡,혼합잡곡,농산물
1018,B,72,7201,B720110,잡곡,흑미류,농산물
1019,B,72,7202,B720201,선식,곡물스낵,농산물
1020,B,72,7202,B720202,선식,기타선식,농산물
1021,B,72,7202,B720203,선식,다이어트대용식,농산물
1022,B,72,7202,B720204,선식,미숫가루,농산물
1023,B,72,7202,B720205,선식,볶은통곡물,농산물
1024,B,72,7202,B720206,선식,일반선식,농산물
1025,B,72,7202,B720207,선식,하루한끼선식,농산물
1026,B,72,7203,B720301,온라인잡곡선식,온라인잡곡류,농산물
1027,B,73,7301,B730101,포장반찬HMR,볶음/무침반찬,가공식품
1028,B,73,7301,B730102,포장반찬HMR,절임반찬,가공식품
1029,B,73,7301,B730103,포장반찬HMR,조림반찬,가공식품
1030,B,73,7301,B730104,포장반찬HMR,포장젓갈,가공식품
1031,B,57,5701,B570101,선식,미숫가루,농산물
1032,B,57,5701,B570102,선식,일반선식,농산물
1033,B,57,5701,B570103,선식,기타선식,농산물
1034,B,57,5702,B570201,떡,멥쌀떡,가공식품
1035,B,57,5702,B570202,떡,찰떡,가공식품
1036,B,57,5702,B570203,떡,기타떡,가공식품
1037,B,57,5702,B570204,떡,일반떡,가공식품
1038,B,57,5702,B570205,떡,요리떡,가공식품
1039,B,57,5702,B570206,떡,전통과자,가공식품
1040,B,57,5703,B570301,족발,족발,가공식품
1041,B,57,5703,B570302,족발,순대,가공식품
1042,B,58,5801,B580101,족발,즉석족발,가공식품
1043,B,58,5801,B580102,족발,냉장족발,가공식품
1044,B,58,5802,B580201,순대,일반순대,가공식품
1045,B,58,5802,B580202,순대,요리순대,가공식품
1046,B,59,5901,B590101,단무지류,단무지류,가공식품
1047,B,59,5902,B590201,포장반찬,포장반찬,가공식품
1048,B,59,5903,B590301,김치류,김치류,가공식품
1049,B,59,5904,B590401,반찬류,즉석반찬,가공식품
1050,B,59,5904,B590402,반찬류,밑반찬,가공식품
1051,B,59,5905,B590501,포장젓갈,포장젓갈,가공식품
1052,B,60,6001,B600101,젓갈류,젓갈류,가공식품
1053,B,61,6101,B610101,브랜드푸드몰,식사류,가공식품
1054,B,61,6101,B610102,브랜드푸드몰,FAST FOOD,가공식품
1055,B,61,6101,B610103,브랜드푸드몰,디저트류,가공식품
1056,B,61,6102,B610201,간식조리,식사대용,가공식품
1057,B,61,6102,B610202,간식조리,전통간식,가공식품
1058,B,62,6201,B620101,빵,식빵,가공식품
1059,B,62,6201,B620102,빵,과자빵,가공식품
1060,B,62,6201,B620103,빵,바게트,가공식품
1061,B,62,6201,B620104,빵,케익,가공식품
1062,B,62,6201,B620105,빵,선물류,가공식품
1063,B,62,6201,B620106,빵,페스츄리류,가공식품
1064,B,62,6201,B620107,빵,온라인베이커리,가공식품
1065,B,62,6202,B620201,피자,오븐베이크류,가공식품
1066,B,62,6202,B620202,피자,피자,가공식품
1067,B,63,6301,B630101,반찬,김치행사,가공식품
1068,B,63,6301,B630102,반찬,반찬행사,가공식품
1069,B,63,6301,B630103,반찬,젓갈행사,가공식품
1070,B,63,6302,B630201,전통간식,강정행사,가공식품
1071,B,63,6302,B630202,전통간식,떡행사,가공식품
1072,B,63,6302,B630203,전통간식,한과행사,가공식품
1073,B,63,6303,B630301,먹거리,동양식,가공식품
1074,B,63,6303,B630302,먹거리,양식,가공식품
1075,B,63,6303,B630303,먹거리,지역맛집,가공식품
1076,B,63,6303,B630304,먹거리,한식,가공식품
1077,B,63,6303,B630305,먹거리,행사기타,가공식품
1078,B,63,6304,B630401,먹거리행사,반찬류행사,가공식품
1079,B,63,6304,B630402,먹거리행사,일반간식류행사,가공식품
1080,B,63,6305,B630501,시즌행사,강정행사,가공식품
1081,B,63,6305,B630502,시즌행사,한과행사,가공식품
1082,B,63,6306,B630601,맛집행사,테마먹거리,가공식품
1083,B,63,6306,B630602,맛집행사,브랜드먹거리,가공식품
1084,B,63,6307,B630701,즉석구이안주,즉석쥐포,수산물
1085,B,63,6307,B630702,즉석구이안주,즉석오징어,수산물
1086,B,63,6307,B630703,즉석구이안주,즉석어포,수산물
1087,B,63,6308,B630801,즉석구이김,즉석김자반,수산물
1088,B,63,6308,B630802,즉석구이김,즉석김,수산물
1089,B,63,6309,B630901,특산물행사,미역특산물,수산물
1090,B,63,6309,B630902,특산물행사,멸치특산물,수산물
1091,B,63,6309,B630903,특산물행사,김특산물,수산물
1092,B,64,6401,B640101,블루베리,블루베리(기타),농산물
1093,B,64,6401,B640102,블루베리,칠레블루베리,농산물
1094,B,64,6402,B640201,체리,미국 체리,농산물
1095,B,64,6402,B640202,체리,체리 기타,농산물
1096,B,64,6403,B640301,수입포도,미국기타포도,농산물
1097,B,64,6403,B640302,수입포도,미국적포도,농산물
1098,B,64,6403,B640303,수입포도,미국청포도,농산물
1099,B,64,6403,B640304,수입포도,미국혼합포도,농산물
1100,B,64,6403,B640305,수입포도,칠레기타포도,농산물
1101,B,64,6403,B640306,수입포도,칠레적포도,농산물
1102,B,64,6403,B640307,수입포도,칠레청포도,농산물
1103,B,64,6403,B640308,수입포도,칠레혼합포도,농산물
1104,B,64,6403,B640309,수입포도,페루기타포도,농산물
1105,B,64,6403,B640310,수입포도,페루적포도,농산물
1106,B,64,6403,B640311,수입포도,페루청포도,농산물
1107,B,64,6404,B640401,냉동과일,곶감,농산물
1108,B,64,6404,B640402,냉동과일,곶감세트,농산물
1109,B,64,6404,B640403,냉동과일,냉동기타과일,농산물
1110,B,64,6404,B640404,냉동과일,냉동블루베리,농산물
1111,B,64,6404,B640405,냉동과일,냉동열대과일,농산물
1112,B,64,6404,B640406,냉동과일,냉동채소,농산물
1113,B,65,6501,B650101,열대과일기타,망고스틴,농산물
1114,B,65,6501,B650102,열대과일기타,메론기타,농산물
1115,B,65,6501,B650103,열대과일기타,아보카도,농산물
1116,B,65,6501,B650104,열대과일기타,야자,농산물
1117,B,65,6501,B650105,열대과일기타,용과,농산물
1118,B,65,6501,B650106,열대과일기타,허니듀메론,농산물
1119,B,65,6502,B650201,바나나,PB바나나,농산물
1120,B,65,6502,B650202,바나나,고당도바나나,농산물
1121,B,65,6502,B650203,바나나,기타바나나,농산물
1122,B,65,6502,B650204,바나나,일반바나나,농산물
1123,B,65,6503,B650301,파인애플,기타파인애플,농산물
1124,B,65,6503,B650302,파인애플,필리핀파인애플,농산물
1125,B,65,6504,B650401,망고,기타망고,농산물
1126,B,65,6504,B650402,망고,대만애플망고,농산물
1127,B,65,6504,B650403,망고,태국망고,농산물
1128,B,65,6504,B650404,망고,필리핀망고,농산물
1129,B,65,6505,B650501,키위,국산골드키위,농산물
1130,B,65,6505,B650502,키위,국산그린키위,농산물
1131,B,65,6505,B650503,키위,기타키위,농산물
1132,B,65,6505,B650504,키위,뉴질랜드골드키위,농산물
1133,B,65,6505,B650505,키위,뉴질랜드그린키위,농산물
1134,B,65,6505,B650506,키위,이탈리아골드키위,농산물
1135,B,65,6505,B650507,키위,이탈리아그린키위,농산물
1136,B,65,6505,B650508,키위,칠레골드키위,농산물
1137,B,65,6505,B650509,키위,칠레그린키위,농산물
1138,B,65,6506,B650601,열대과일선물세트,열대과일선물세트,농산물
1139,B,67,6701,B670101,피자,VIC피자,가공식품
1140,B,67,6701,B670102,피자,일마레,가공식품
1188,B,38,3801,B380101,해초류,포장해초류,수산물
1189,B,38,3801,B380102,해초류,미역,수산물
1190,B,38,3801,B380103,해초류,파래,수산물
1191,B,38,3801,B380104,해초류,매생이,수산물
1192,B,38,3801,B380105,해초류,톳,수산물
1193,B,38,3801,B380106,해초류,다시마,수산물
1194,B,38,3801,B380107,해초류,기타해초류,수산물
1195,B,38,3802,B380201,나물,생나물,농산물
1196,B,38,3802,B380202,나물,도라지,농산물
1197,B,38,3802,B380203,나물,건나물,농산물
1198,B,38,3802,B380204,나물,삶은나물,농산물
1199,B,38,3802,B380205,나물,해초,농산물
1200,B,38,3802,B380206,나물,고사리,농산물
1201,B,38,3802,B380207,나물,취나물,농산물
1202,B,38,3802,B380208,나물,기타나물,농산물
1203,B,38,3803,B380301,콩나물,콩나물,농산물
1204,B,38,3803,B380302,콩나물,숙주나물,농산물
1205,B,38,3803,B380303,콩나물,국산콩나물,농산물
1206,B,38,3803,B380304,콩나물,수입콩나물,농산물
1207,B,38,3803,B380305,콩나물,풀무원콩나물,농산물
1208,B,38,3803,B380306,콩나물,대상종가집콩나물,농산물
1209,B,38,3803,B380307,콩나물,씨제이콩나물,농산물
1210,B,38,3804,B380401,두부,두부,농산물
1211,B,38,3804,B380402,두부,가공두부,농산물
1212,B,38,3804,B380403,두부,겸용두부,농산물
1213,B,38,3804,B380404,두부,부침두부,농산물
1214,B,38,3804,B380405,두부,연두부,농산물
1215,B,38,3804,B380406,두부,찌개두부,농산물
1216,B,38,3804,B380407,두부,풀무원두부,농산물
1217,B,38,3804,B380408,두부,대상종가집두부,농산물
1218,B,38,3804,B380409,두부,씨제이두부,농산물
1219,B,38,3805,B380501,간편채소,샐러드,농산물
1220,B,38,3805,B380502,간편채소,간편양념,농산물
1221,B,38,3805,B380503,간편채소,간편구색,농산물
1222,B,38,3805,B380504,간편채소,드레싱,농산물
1223,B,38,3806,B380601,묵,묵,가공식품
1224,B,38,3806,B380602,묵,풀무원 묵,가공식품
1225,B,38,3806,B380603,묵,대상종가집 묵,가공식품
1226,B,38,3807,B380701,즉석참기름,즉석참기름,가공식품
1227,B,38,3808,B380801,묵/즉석참기름,묵,가공식품
1228,B,38,3808,B380802,묵/즉석참기름,즉석참기름,가공식품
1229,B,43,4301,B430101,어묵맛살,어묵,가공식품
1230,B,43,4301,B430102,어묵맛살,맛살,가공식품
1231,B,43,4301,B430103,어묵맛살,유부,가공식품
1232,B,43,4301,B430104,어묵맛살,곤약,가공식품
1233,B,43,4301,B430105,어묵맛살,김밥재료묶음,가공식품
1234,B,43,4302,B430201,냉장면류,냉장면,가공식품
1235,B,43,4302,B430202,냉장면류,냉장떡,가공식품
1236,B,43,4303,B430301,햄소시지,햄,가공식품
1237,B,43,4303,B430302,햄소시지,소시지,가공식품
1238,B,43,4303,B430303,햄소시지,햄세트,가공식품
1239,B,43,4304,B430401,냉장반찬,단무지,가공식품
1240,B,43,4304,B430402,냉장반찬,포장김치,가공식품
1241,B,43,4304,B430403,냉장반찬,냉장간편식,가공식품
1242,B,43,4304,B430404,냉장반찬,냉장장류,가공식품
1243,B,43,4304,B430405,냉장반찬,온라인 냉장반찬,가공식품
1244,B,43,4305,B430501,냉동만두,물만두,가공식품
1245,B,80,8003,B800302,천연조미료,어간장,수산물
1246,B,80,8003,B800303,천연조미료,원물가루,수산물
1247,B,80,8004,B800401,황태,황태채,수산물
1248,B,80,8004,B800402,황태,황태포,수산물
1249,B,80,8005,B800501,미역/다시마,다시마,수산물
1250,B,80,8005,B800502,미역/다시마,미역,수산물
1251,B,80,8006,B800601,멸치황태미역선물세트,멸치세트,수산물
1252,B,81,8101,B810101,즉석구이김,즉석김,수산물
1253,B,81,8101,B810102,즉석구이김,즉석김자반,수산물
1254,B,81,8102,B810201,마른김,김밥김,수산물
1255,B,81,8102,B810202,마른김,마른김,수산물
1256,B,81,8103,B810301,조미김,식탁김,수산물
1257,B,81,8103,B810302,조미김,외국인특화김,수산물
1258,B,81,8103,B810303,조미김,전장김,수산물
1259,B,81,8104,B810401,김가공품,김가공품,수산물
1260,B,81,8104,B810402,김가공품,김자반,수산물
1261,B,81,8104,B810403,김가공품,부각,수산물
1262,B,81,8105,B810501,김선물세트,김선물세트,수산물
1263,B,82,8201,B820101,미국산소고기,미국산냉동소고기,육류
1264,B,82,8201,B820102,미국산소고기,미국산초이스등급소고기,육류
1265,B,82,8201,B820103,미국산소고기,미국산프라임등급소고기,육류
1266,B,82,8202,B820201,호주산소고기,호주산곡물비육,육류
1267,B,82,8202,B820202,호주산소고기,호주산냉동소고기,육류
1268,B,82,8202,B820203,호주산소고기,호주산목초비육,육류
1269,B,82,8202,B820204,호주산소고기,호주산와규,육류
1270,B,82,8202,B820205,호주산소고기,호주산흑소,육류
1271,B,82,8203,B820301,수입육선물세트,수입냉동선물세트,육류
1272,B,82,8203,B820302,수입육선물세트,수입냉장선물세트,육류
1273,B,82,8204,B820401,수입돼지고기,맥시코산돼지고기,육류
1274,B,82,8204,B820402,수입돼지고기,미국산돼지고기,육류
1275,B,82,8204,B820403,수입돼지고기,유럽산돼지고기,육류
1276,B,82,8204,B820404,수입돼지고기,호주산돼지고기,육류
1277,B,82,8205,B820501,기타국소고기,뉴질랜드산소고기,육류
1278,B,82,8205,B820502,기타국소고기,수입산양고기,육류
1279,B,82,8205,B820503,기타국소고기,기타국소고기,육류
1280,B,82,8205,B820504,기타국소고기,캐나다산소고기,육류
1281,B,83,8301,B830101,양념육,닭/오리양념육,육류
1282,B,83,8301,B830102,양념육,돼지양념육,육류
1283,B,83,8301,B830103,양념육,소양념육,육류
1284,B,83,8301,B830104,양념육,냉동양념육,육류
1285,B,83,8302,B830201,육가공품,돈가스,가공식품
1286,B,83,8302,B830202,육가공품,소시지,가공식품
1287,B,83,8302,B830203,육가공품,스테이크,가공식품
1288,B,83,8302,B830204,육가공품,햄류,가공식품
1289,B,83,8302,B830205,육가공품,냉동육가공품,가공식품
1290,B,89,8901,B890101,계란,메추리알,육류
1291,B,89,8901,B890102,계란,브랜드란,육류
1292,B,89,8901,B890103,계란,일반란,육류
1293,B,89,8901,B890104,계란,차별화계란,육류
1294,B,89,8902,B890201,가공란,가공계란,육류
1295,B,89,8902,B890202,가공란,가공메추리알,육류
1296,B,91,9101,B910101,양념채소,건고추,농산물
1297,B,91,9101,B910102,양념채소,기타양념,농산물
1298,B,91,9101,B910103,양념채소,대파,농산물
1299,B,91,9101,B910104,양념채소,마늘,농산물
1300,B,91,9101,B910105,양념채소,마늘쫑,농산물
1301,B,91,9101,B910106,양념채소,생강,농산물
1302,B,91,9101,B910107,양념채소,양파,농산물
1303,B,91,9101,B910108,양념채소,쪽파,농산물
1304,B,91,9101,B910109,양념채소,친환경양념채소,농산물
1305,B,91,9102,B910201,뿌리채소,감자,농산물
1306,B,91,9102,B910202,뿌리채소,고구마,농산물
1307,B,91,9102,B910203,뿌리채소,기타뿌리채소,농산물
1308,B,91,9102,B910204,뿌리채소,당근,농산물
1309,B,91,9102,B910205,뿌리채소,마,농산물
1310,B,91,9102,B910206,뿌리채소,연근,농산물
1311,B,91,9102,B910207,뿌리채소,우엉,농산물
1312,B,91,9102,B910208,뿌리채소,친환경 뿌리채소,농산물
1313,B,91,9102,B910209,뿌리채소,친환경뿌리채소,농산물
1314,B,91,9103,B910301,온라인양념/뿌리채소,온라인뿌리채소,농산물
1315,B,92,9201,B920101,사과,PB사과,농산물
1316,B,92,9201,B920102,사과,부사,농산물
1317,B,92,9201,B920103,사과,사과기타,농산물
1318,B,92,9201,B920104,사과,아오리사과,농산물
1319,B,92,9201,B920105,사과,햇사과,농산물
1320,B,92,9202,B920201,배,배기타,농산물
1321,B,92,9202,B920202,배,신고,농산물
1322,B,92,9202,B920203,배,햇배,농산물
1323,B,92,9203,B920301,국산과일선물세트,배세트,농산물
1324,B,92,9203,B920302,국산과일선물세트,사과배세트,농산물
1325,B,92,9203,B920303,국산과일선물세트,사과세트,농산물
1326,B,92,9203,B920304,국산과일선물세트,친환경과일세트,농산물
1327,B,92,9203,B920305,국산과일선물세트,혼합세트,농산물
1328,B,92,9204,B920401,온라인저장과일,온라인구색과일,농산물
1329,B,92,9205,B920501,구색과일,구색과일기타,농산물
1330,B,92,9205,B920502,구색과일,국산체리,농산물
1331,B,92,9205,B920503,구색과일,매실,농산물
1332,B,92,9205,B920504,구색과일,모과,농산물
1333,B,92,9205,B920505,구색과일,무화과,농산물
1334,B,92,9205,B920506,구색과일,살구,농산물
1335,B,92,9205,B920507,구색과일,쇼케이스과일,농산물
1336,B,92,9205,B920508,구색과일,유자,농산물
1337,B,92,9205,B920509,구색과일,친환경구색과일,농산물
1338,B,92,9206,B920601,밤,밤기타,농산물
1339,B,92,9206,B920602,밤,생율,농산물
1340,B,92,9206,B920603,밤,피밤,농산물
1341,C,01,0101,C010101,국산과일,사과,농산물
1342,C,01,0101,C010102,국산과일,배,농산물
1343,C,01,0101,C010103,국산과일,감,농산물
1344,C,01,0101,C010104,국산과일,귤류,농산물
1345,C,01,0101,C010105,국산과일,유자/모과,농산물
1346,C,01,0101,C010106,국산과일,복숭아,농산물
1347,C,01,0101,C010107,국산과일,자두,농산물
1348,C,01,0101,C010108,국산과일,살구,농산물
1349,C,01,0101,C010109,국산과일,매실,농산물
1350,C,01,0101,C010110,국산과일,딸기,농산물
1351,C,01,0101,C010111,국산과일,포도,농산물
1352,C,01,0101,C010112,국산과일,무화과,농산물
1353,C,01,0101,C010113,국산과일,수박,농산물
1354,C,01,0101,C010114,국산과일,참외,농산물
1355,C,01,0101,C010115,국산과일,메론,농산물
1356,C,01,0101,C010116,국산과일,토마토,농산물
1357,C,01,0101,C010117,국산과일,방울토마토,농산물
1358,C,01,0101,C010118,국산과일,기타국산과일류,농산물
1359,C,01,0101,C010119,국산과일,사과선물세트,농산물
1360,C,01,0101,C010120,국산과일,배선물세트,농산물
1361,C,01,0101,C010121,국산과일,혼합과일선물세트,농산물
1362,C,01,0101,C010122,국산과일,기타과일선물세트,농산물
1363,C,01,0102,C010201,수입과일,블루베리,농산물
1364,C,01,0102,C010202,수입과일,수입포도,농산물
1365,C,01,0102,C010203,수입과일,레몬,농산물
1366,C,01,0102,C010204,수입과일,망고,농산물
1367,C,01,0102,C010205,수입과일,망고스틴,농산물
1368,C,01,0102,C010206,수입과일,바나나,농산물
1369,C,01,0102,C010207,수입과일,아보카도,농산물
1370,C,01,0102,C010208,수입과일,야자,농산물
1371,C,01,0102,C010209,수입과일,오렌지,농산물
1372,C,01,0102,C010210,수입과일,용과,농산물
1373,C,01,0102,C010211,수입과일,자몽,농산물
1374,C,01,0102,C010212,수입과일,체리,농산물
1375,C,01,0102,C010213,수입과일,키위,농산물
1376,C,01,0102,C010214,수입과일,파인애플,농산물
1377,C,01,0102,C010215,수입과일,기타수입과일,농산물
1378,C,01,0102,C010216,수입과일,간편과일,농산물
1379,C,01,0103,C010301,냉동과일,냉동망고,농산물
1380,C,01,0103,C010302,냉동과일,냉동베리류,농산물
1381,C,01,0103,C010303,냉동과일,냉동홍시,농산물
1382,C,01,0103,C010304,냉동과일,기타냉동과일류,농산물
1383,C,01,0104,C010401,건과일,곶감,농산물
1384,C,01,0104,C010402,건과일,기타건과일,농산물
1385,C,01,0104,C010403,건과일,곶감선물세트,농산물
1386,C,01,0105,C010501,견과류,밤,농산물
1387,C,01,0105,C010502,견과류,땅콩,농산물
1388,C,01,0105,C010503,견과류,호두,농산물
1389,C,01,0105,C010504,견과류,잣,농산물
1390,C,01,0105,C010505,견과류,피스타치오,농산물
1391,C,01,0105,C010506,견과류,아몬드,농산물
1392,C,01,0105,C010507,견과류,캐슈넛,농산물
1393,C,01,0105,C010508,견과류,혼합견과,농산물
1394,C,01,0105,C010509,견과류,기타견과류,농산물
1395,C,02,0201,C020101,양곡,일반미,농산물
1396,C,02,0201,C020102,양곡,기능성미,농산물
1397,C,02,0201,C020103,양곡,즉석도정미,농산물
1398,C,02,0202,C020201,잡곡,보리,농산물
1399,C,02,0202,C020202,잡곡,현미,농산물
1400,C,02,0202,C020203,잡곡,찹쌀,농산물
1401,C,02,0202,C020204,잡곡,흑미,농산물
1402,C,02,0202,C020205,잡곡,콩,농산물
1403,C,02,0202,C020206,잡곡,조/수수,농산물
1404,C,02,0202,C020207,잡곡,혼합잡곡,농산물
1405,C,02,0202,C020208,잡곡,기타잡곡류,농산물
1406,C,02,0203,C020301,선식류,미숫가루,농산물
1407,C,02,0203,C020302,선식류,선식,농산물
1408,C,03,0301,C030101,엽채류,미나리,농산물
1409,C,03,0301,C030102,엽채류,부추,농산물
1410,C,03,0301,C030103,엽채류,상추,농산물
1411,C,03,0301,C030104,엽채류,시금치,농산물
1412,C,03,0301,C030105,엽채류,대파,농산물
1413,C,03,0301,C030106,엽채류,쪽파류,농산물
1414,C,03,0301,C030107,엽채류,쌈채소류,농산물
1415,C,03,0301,C030108,엽채류,쑥갓,농산물
1416,C,03,0301,C030109,엽채류,깻잎,농산물
1417,C,03,0301,C030110,엽채류,근대/아욱,농산물
1418,C,03,0301,C030111,엽채류,기타잎채소,농산물
1419,C,03,0302,C030201,과채류,가지,농산물
1420,C,03,0302,C030202,과채류,고추,농산물
1421,C,03,0302,C030203,과채류,건고추,농산물
1422,C,03,0302,C030204,과채류,오이,농산물
1423,C,03,0302,C030205,과채류,옥수수,농산물
1424,C,03,0302,C030206,과채류,파프리카/피망,농산물
1425,C,03,0302,C030207,과채류,단호박,농산물
1426,C,03,0302,C030208,과채류,애호박,농산물
1427,C,03,0302,C030209,과채류,여주,농산물
1428,C,03,0302,C030210,과채류,기타열매채소,농산물
1429,C,03,0303,C030301,근채류,감자,농산물
1430,C,03,0303,C030302,근채류,고구마,농산물
1431,C,03,0303,C030303,근채류,당근,농산물
1432,C,03,0303,C030304,근채류,생강,농산물
1433,C,03,0303,C030305,근채류,연근,농산물
1434,C,03,0303,C030306,근채류,우엉,농산물
1435,C,03,0303,C030307,근채류,마,농산물
1436,C,03,0303,C030308,근채류,기타뿌리채소,농산물
1437,C,05,0501,C050107,국내산우육,한우설도,육류
1438,C,05,0501,C050108,국내산우육,한우양지,육류
1439,C,05,0501,C050109,국내산우육,한우사태,육류
1440,C,05,0501,C050110,국내산우육,한우갈비,육류
1441,C,05,0501,C050111,국내산우육,한우부산물,육류
1442,C,05,0501,C050112,국내산우육,한우정육,육류
1443,C,05,0501,C050113,국내산우육,한우지육,육류
1444,C,05,0501,C050114,국내산우육,한우선물세트,육류
1445,C,05,0502,C050201,국내산돈육,국산돼지안심,육류
1446,C,05,0502,C050202,국내산돈육,국산돼지등심,육류
1447,C,05,0502,C050203,국내산돈육,국산돼지등심덧살,육류
1448,C,05,0502,C050204,국내산돈육,국산돼지목심,육류
1449,C,05,0502,C050205,국내산돈육,국산돼지앞다리,육류
1450,C,05,0502,C050206,국내산돈육,국산돼지사태,육류
1451,C,05,0502,C050207,국내산돈육,국산돼지항정살,육류
1452,C,05,0502,C050208,국내산돈육,국산돼지뒷다리,육류
1453,C,05,0502,C050209,국내산돈육,국산돼지삼겹살,육류
1454,C,05,0502,C050210,국내산돈육,국산돼지갈매기살,육류
1455,C,05,0502,C050211,국내산돈육,국산돼지등갈비,육류
1456,C,05,0502,C050212,국내산돈육,국산돼지갈비,육류
1457,C,05,0502,C050213,국내산돈육,국산돼지부산물,육류
1458,C,05,0503,C050301,국내산계육,삼계탕용닭,육류
1459,C,05,0503,C050302,국내산계육,볶음탕용닭,육류
1460,C,05,0503,C050303,국내산계육,닭다리,육류
1461,C,05,0503,C050304,국내산계육,닭가슴살,육류
1462,C,05,0503,C050305,국내산계육,닭안심,육류
1463,C,05,0503,C050306,국내산계육,닭아랫날개(윙),육류
1464,C,05,0503,C050307,국내산계육,닭윗날개(봉),육류
1465,C,05,0503,C050308,국내산계육,닭근위,육류
1466,C,05,0503,C050309,국내산계육,닭정육,육류
1467,C,05,0503,C050310,국내산계육,오리고기,육류
1468,C,05,0504,C050401,수입우육,미국산소갈비,육류
1469,C,05,0504,C050402,수입우육,미국산소목심,육류
1470,C,05,0504,C050403,수입우육,미국산소등심,육류
1471,C,05,0504,C050404,수입우육,미국산소앞다리,육류
1472,C,05,0504,C050405,수입우육,미국산소양지,육류
1473,C,05,0504,C050406,수입우육,미국산소토시살,육류
1474,C,05,0504,C050407,수입우육,미국산소기타육,육류
1475,C,05,0504,C050408,수입우육,호주산소갈비,육류
1476,C,05,0504,C050409,수입우육,호주산소목심,육류
1477,C,05,0504,C050410,수입우육,호주산소등심,육류
1478,C,05,0504,C050411,수입우육,호주산소채끝,육류
1479,C,05,0504,C050412,수입우육,호주산소안심,육류
1480,C,05,0504,C050413,수입우육,호주산소설도,육류
1481,C,05,0504,C050414,수입우육,호주산소앞다리,육류
1482,C,05,0504,C050415,수입우육,호주산소양지,육류
1483,C,05,0504,C050416,수입우육,호주산소우둔,육류
1484,C,05,0504,C050417,수입우육,호주산소사태,육류
1485,C,05,0504,C050418,수입우육,호주산소안창살,육류
1486,C,05,0504,C050419,수입우육,호주산소토시살,육류
1487,C,05,0504,C050420,수입우육,호주산소기타육,육류
1488,C,05,0504,C050421,수입우육,수입산소갈비,육류
1489,C,05,0504,C050422,수입우육,수입산소목심,육류
1490,C,05,0504,C050423,수입우육,수입산소사태,육류
1491,C,05,0504,C050424,수입우육,수입소고기선물세트,육류
1492,C,05,0505,C050501,수입돈육,수입돼지삼겹살,육류
1493,C,05,0505,C050502,수입돈육,수입돼지목심,육류
1494,C,05,0505,C050503,수입돈육,수입돼지정육,육류
1495,C,05,0506,C050601,기타축산,닭/오리양념육,육류
1496,C,05,0506,C050602,기타축산,돼지양념육,육류
1497,C,05,0506,C050603,기타축산,소양념육,육류
1498,C,05,0506,C050604,기타축산,기타양념육,육류
1499,C,05,0506,C050605,기타축산,돈가스,육류
1500,C,06,0601,C060101,반찬류,즉석김치류,가공식품
1501,C,06,0601,C060102,반찬류,즉석조림반찬,가공식품
1502,C,06,0601,C060103,반찬류,즉석절임반찬,가공식품
1503,C,06,0601,C060104,반찬류,즉석볶음반찬,가공식품
1504,C,06,0601,C060105,반찬류,즉석무침반찬,가공식품
1505,C,06,0601,C060106,반찬류,즉석국탕,가공식품
1506,C,06,0601,C060107,반찬류,즉석나물/부침,가공식품
1507,C,06,0601,C060108,반찬류,즉석반찬원부재료,가공식품
1508,C,06,0602,C060201,간편간식,치킨류,가공식품
1509,C,06,0602,C060202,간편간식,튀김류,가공식품
1510,C,06,0602,C060203,간편간식,훈제/로스트,가공식품
1511,C,06,0602,C060204,간편간식,족발,가공식품
1512,C,06,0602,C060205,간편간식,즉석어묵,가공식품
1513,C,06,0602,C060206,간편간식,온장조리원부재료,가공식품
1514,C,06,0603,C060301,식사류,김밥,가공식품
1515,C,06,0603,C060302,식사류,롤,가공식품
1516,C,06,0603,C060303,식사류,삼각김밥,가공식품
1517,C,06,0603,C060304,식사류,초밥류,가공식품
1518,C,06,0603,C060305,식사류,도시락,가공식품
1519,C,06,0603,C060306,식사류,샐러드,가공식품
1520,C,06,0603,C060307,식사류,샌드위치,가공식품
1521,C,06,0603,C060308,식사류,햄버거,가공식품
1522,C,06,0603,C060309,식사류,냉장조리원부재료,가공식품
1523,C,06,0604,C060401,베이커리,식빵,가공식품
1524,C,06,0604,C060402,베이커리,일반빵,가공식품
1525,C,06,0604,C060403,베이커리,호빵찐빵,가공식품
1526,C,06,0604,C060404,베이커리,식빵류,가공식품
1527,C,06,0604,C060405,베이커리,페스츄리류,가공식품
1528,C,06,0604,C060406,베이커리,베이커리일반빵,가공식품
1529,C,06,0604,C060407,베이커리,선물류,가공식품
1530,C,06,0605,C060501,기타조리식품,한과,가공식품
1531,C,06,0605,C060502,기타조리식품,피자,가공식품
